medicine_name,department,source_file
Hydrocortisone 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Loteprednol Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Trifluridine Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Netarsudil Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Hydrocortisone 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tafluprost 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Travoprost 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azithromycin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tobramycin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Amphotericin B 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Methazolamide 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tobramycin Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levofloxacin 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Apraclonidine Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tobramycin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Emedastine 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Loteprednol 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketotifen Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Emedastine 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azithromycin Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levobunolol Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Hydrocortisone Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tafluprost Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Trifluridine 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Besifloxacin 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dipivefrin Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluconazole 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brimonidine Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carbachol 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fluorometholone Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketotifen Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Travoprost Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acyclovir 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azithromycin Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Loteprednol 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bromfenac 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Carteolol 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Latanoprost 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Amphotericin B 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Betaxolol 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Netarsudil Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Voriconazole 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Acetazolamide 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gatifloxacin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Natamycin Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nedocromil 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Apraclonidine 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Prednisolone Acetate 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Tobramycin 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Flurbiprofen 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Besifloxacin Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Methazolamide 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ripasudil 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Besifloxacin 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Moxifloxacin 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac Ophthalmic Suspension,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Hydrocortisone Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Amphotericin B 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Azelastine Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dipivefrin 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Travoprost 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dorzolamide Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Gentamicin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Apraclonidine Eye Ointment,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dexamethasone Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Epinastine 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Erythromycin 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levofloxacin 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Pilocarpine Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Apraclonidine 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bepotastine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Fusidic Acid 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Bimatoprost Intravitreal Injection,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Emedastine 0.005% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ketorolac 0.2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine 0.01% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Alcaftadine 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Apraclonidine 0.004% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ciprofloxacin 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Dipivefrin 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Methazolamide 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Brinzolamide Ophthalmic Gel,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Olopatadine 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ganciclovir 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone 0.15% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Chloramphenicol 0.03% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Difluprednate 0.1% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Nepafenac 2% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Ofloxacin 5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Diclofenac 0.25% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Levofloxacin Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Rimexolone Ophthalmic Solution,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
Timolol 0.5% Eye Drops,Ophthalmology,dataset/ophthalmology_custom_20260625_202639/line_crops/labels.csv
